,label
3529,1
31177,1
23951,0
20604,1
9266,1
9960,1
2437,0
38384,0
39991,1
18576,0
13533,0
4148,0
19970,0
36544,1
30479,1
13028,0
40120,1
1434,0
30996,1
4404,0
39945,0
38439,1
27541,1
35705,0
20554,0
23120,1
12051,0
14703,1
6528,0
12503,0
22530,1
34991,0
29396,0
16224,0
13066,0
27343,0
5882,1
10192,0
22902,0
15097,1
30858,0
22438,1
19489,1
5488,0
8586,1
38059,1
29989,0
22969,1
6326,0
24622,1
35414,0
23987,1
35502,0
35678,1
31638,0
5471,1
37317,1
28055,0
23127,1
3226,1
38935,1
10422,1
40093,0
37825,1
23338,1
11546,1
34933,0
98,0
16000,1
18960,1
13618,1
16269,0
7411,1
26202,1
26059,1
993,1
31760,1
326,0
33705,0
4918,1
11265,1
20988,0
7112,1
29871,0
32400,0
32814,1
40067,0
28206,1
11104,0
24922,1
33574,0
9856,1
9861,0
7168,1
7706,1
12136,0
27835,0
35268,0
1411,1
36085,0
18087,1
33061,1
8807,1
40363,1
966,0
16664,0
3396,1
12954,0
30588,0
37276,0
20649,1
10951,0
22288,1
10365,0
3031,1
18555,1
39835,1
31524,0
12261,1
36592,0
19398,1
32270,0
2857,1
5638,0
25506,1
16602,0
5598,1
35741,0
5875,1
6994,0
28377,0
40274,0
4393,1
21102,1
39433,0
6527,1
3938,0
14124,0
11875,1
25365,1
3252,1
12727,1
27782,1
1510,1
32422,0
24876,1
34897,1
23923,0
9284,1
7891,1
38193,1
19498,0
37522,0
11461,0
15920,0
3525,0
14173,0
26521,1
32855,0
3732,1
11077,1
5343,0
9021,0
23032,0
22801,0
15395,1
40277,0
17366,0
24069,0
18844,1
39196,1
27934,1
2357,0
12618,1
37282,0
4339,0
32738,0
3826,0
16355,1
20250,0
416,0
34242,1
20264,1
2222,0
898,0
33195,0
7003,1
33775,1
16495,0
14771,1
9061,0
15967,0
10660,0
40081,0
17526,1
4045,1
8613,1
34994,1
18341,1
12539,0
29232,0
8961,1
17702,0
40205,1
7388,1
8647,1
31133,1
23469,0
25535,0
30059,0
40309,1
24452,1
29160,1
18674,0
35857,1
38728,0
11642,1
17444,0
15388,0
24093,1
27706,0
33667,0
20248,0
32282,0
1723,1
37722,1
15159,0
22252,0
27630,1
29302,0
6365,0
8923,0
20552,0
31862,0
38830,1
7759,0
15875,1
9349,0
8111,0
36606,1
40230,1
21440,0
25317,0
20004,0
23655,1
23038,0
19568,1
13863,0
26833,1
34721,0
3633,1
15124,1
26138,1
16054,1
6847,0
35152,0
16168,1
30657,0
2109,1
17726,0
3401,0
11076,0
14490,0
36473,0
33707,1
9687,0
30723,0
9058,0
7555,1
35564,0
4229,0
24510,1
14165,1
36651,1
8920,1
28028,0
4562,1
2683,0
27607,1
29937,1
8908,0
11666,0
35872,1
69,1
34423,1
10876,1
25413,1
39595,1
35973,0
9786,1
25334,0
27524,1
1498,0
29019,1
242,0
3455,0
7567,0
18076,0
14798,1
20571,0
37485,0
21460,1
21293,1
25352,0
31799,0
22041,0
3263,0
30900,1
7024,1
20321,1
12263,1
11127,0
23141,0
38406,1
14668,0
873,0
24857,1
19102,1
12276,0
3578,0
30214,1
6824,0
28382,1
33760,1
40188,1
22019,1
4756,1
31421,1
16432,0
17026,1
6072,1
25638,1
38209,0
10545,0
39761,1
32394,1
36805,1
11933,1
2275,0
1882,0
17756,0
9273,0
32004,0
25576,0
3286,0
15484,1
23658,0
27827,1
19012,1
8986,0
28724,0
37616,1
6978,0
6592,0
10925,0
17280,1
17987,0
13033,0
1707,1
1771,1
30189,0
9480,0
17901,0
33914,0
15538,0
17609,0
2383,1
11296,0
13763,1
7040,1
40286,1
2266,0
38723,1
20627,0
3776,1
16171,1
1350,1
17612,0
21858,1
19786,0
2874,0
25254,1
29444,0
3474,0
2312,0
36096,1
8617,0
38236,1
7250,0
20385,1
8821,0
15415,0
35624,1
23080,0
31593,0
649,1
27282,0
13075,1
25686,1
29897,0
37718,0
3589,0
39866,1
28894,0
16906,0
27137,1
32108,0
30456,0
33847,1
5749,0
29663,0
31678,1
16947,1
186,0
31955,0
17647,0
15497,0
38798,0
26599,0
10992,1
32398,0
764,0
17574,1
3847,0
16329,0
33484,0
28096,0
6832,0
37341,1
37369,0
24790,1
14774,1
23667,1
35765,0
647,0
38468,0
14825,1
733,1
12596,1
12978,1
36827,1
28416,0
12971,0
21278,0
26381,0
22298,0
6225,0
10081,1
4082,0
37624,0
165,0
24740,1
2705,0
9287,1
16594,0
22579,1
23758,1
23617,1
27823,0
37348,0
31477,1
22557,0
23240,1
12472,0
33612,0
13656,1
38580,0
19688,1
25736,0
29496,0
28688,1
3893,0
28355,1
3594,0
25869,0
29983,1
23318,0
7096,1
26584,1
4445,0
36889,1
40052,1
26418,0
14090,0
3184,1
5218,0
21503,1
15311,0
6491,1
39825,1
10132,1
31363,0
13816,1
3803,1
20850,1
16233,0
19809,1
21805,0
35886,1
12623,1
16595,1
28303,1
7323,1
31945,0
32815,0
4207,1
35012,0
21934,0
12422,0
10138,0
33913,0
10035,0
36063,1
13125,0
37225,0
31516,0
7672,1
38223,1
39809,1
18647,0
38624,1
1632,1
13831,1
39943,0
31191,1
32995,1
20440,0
25348,0
15009,0
33321,0
30904,0
26158,0
30695,1
32010,1
33626,1
26538,0
22393,1
6062,0
31150,0
2602,1
3753,0
22435,0
8082,0
12804,1
37811,1
3067,1
12168,1
26085,0
35095,1
38361,0
24632,1
22294,1
13433,0
30702,0
31418,0
18392,0
8944,0
26625,0
22868,0
22739,0
11318,1
18629,1
30124,0
628,0
36100,1
17812,1
17686,0
22012,0
9831,0
37541,1
29965,1
4471,0
376,0
7134,0
13639,0
13920,1
21679,0
28998,1
16502,1
9898,1
36745,1
7528,1
22114,0
35561,1
1298,0
23931,1
14446,0
37357,0
11527,1
7162,0
14731,1
16072,0
2126,1
15476,1
24536,1
37104,0
31025,1
11191,0
29507,1
25078,1
29945,1
5960,1
12322,0
19107,1
30004,0
26356,0
36026,0
39241,1
10012,1
9478,1
20630,0
20071,0
13452,1
21835,1
4602,1
36396,1
38873,1
4737,0
23452,1
418,1
39361,1
20147,1
28396,0
40078,0
27402,1
29820,1
1260,1
31633,1
10612,1
16100,0
2564,0
13827,1
3021,0
13005,1
27219,1
1383,1
8343,0
6480,0
18206,1
34060,1
8393,1
4269,0
22167,1
20351,1
2518,0
35197,1
16296,1
8247,0
30317,0
12073,0
40268,0
33911,1
30774,0
6188,1
37033,0
19253,1
36894,0
20576,0
32725,1
24387,0
24296,0
7589,0
35066,1
37700,0
17265,0
942,1
4212,0
23073,0
18086,0
37195,0
15607,0
6267,0
33184,0
20416,0
30500,0
33930,1
38972,0
22774,1
20296,0
34033,1
16069,0
3842,0
26710,1
4372,0
10151,1
25536,1
29789,0
36560,1
12581,1
18217,0
16852,1
39383,0
18484,0
7571,0
15888,0
626,1
17840,0
18878,1
7580,1
29137,0
8435,1
28414,0
32250,0
37164,0
15024,1
38763,1
13320,1
3100,0
40374,0
30465,0
1959,0
6888,0
29668,1
39581,1
16780,1
40172,0
25663,1
10838,0
6686,1
20718,1
19750,1
8374,1
7947,1
8140,1
37972,0
22317,1
21320,0
19121,1
952,1
3002,1
31258,1
27033,0
9253,0
9767,1
5386,1
24023,1
12358,0
8091,0
35472,1
23547,1
13596,0
27677,1
8279,1
8321,0
10444,0
20137,0
16826,0
34,0
4523,1
5388,0
22594,0
3758,0
8132,0
39195,0
1863,0
29024,0
4169,1
8891,0
15576,1
21433,0
34336,0
40235,0
9162,1
2592,0
32671,1
28564,1
3833,1
24616,1
19943,0
33482,0
31017,0
6404,1
15345,1
22249,1
36273,0
40125,0
3735,0
37521,0
9123,0
16534,1
15069,0
378,0
32431,1
9712,1
33821,1
10963,0
8904,1
1793,1
6231,1
39011,1
32208,1
12585,1
18251,1
8223,0
12494,1
37978,0
1761,0
28644,1
18149,1
36104,1
30593,0
37068,0
36943,1
7375,0
14483,1
36458,0
32195,0
22413,1
29142,1
14068,1
10413,1
21086,0
25217,0
28461,0
26153,0
30052,0
200,1
34245,0
10398,1
19651,0
28421,1
26603,1
3043,1
24270,1
13999,1
14583,0
37085,1
13925,0
6427,1
18834,0
28177,0
4405,1
780,0
11264,0
35369,0
12802,0
16112,0
19794,1
36660,0
30583,0
1856,0
17566,0
18521,0
35688,0
2588,1
9523,1
17555,1
19546,0
29578,1
20040,0
369,1
8659,1
36419,1
13208,1
28560,1
30661,0
11634,1
6056,0
34232,0
22404,1
22479,0
27999,1
36193,0
37185,0
24772,0
5165,0
19699,1
19695,0
33921,0
35524,1
30569,1
12649,0
4845,1
5595,0
32380,1
40244,1
35789,1
28512,1
37950,0
17757,0
1061,1
20210,0
5384,1
35397,0
14854,0
37151,0
20591,0
24985,0
31591,0
30396,1
19349,1
27557,0
10601,0
697,1
10229,1
22972,0
4235,0
14584,1
26821,1
22456,0
32503,1
1288,0
517,1
18069,1
6870,0
22627,0
36767,0
3128,0
15986,1
2896,0
33794,1
33409,0
38778,1
4341,0
26448,1
22321,1
23367,1
5742,0
11641,1
21690,1
26981,0
1086,1
23770,0
8528,0
30222,0
13713,1
3298,1
37064,1
6013,0
7602,1
35602,0
21476,0
1717,1
3916,0
17730,0
27633,0
34198,0
21430,1
15505,1
11300,0
14644,0
16966,1
23053,0
23841,1
35899,1
20736,0
38038,0
1448,1
30094,0
39442,0
4342,1
31342,1
26112,0
31026,1
16106,0
34703,1
18025,0
30630,1
4219,0
9590,1
25141,1
26139,1
32304,0
38187,1
2658,1
37025,0
28851,0
19662,1
3707,0
27389,1
11732,1
15168,1
36925,1
25460,0
15039,0
38220,1
2894,0
33528,1
30963,0
6912,0
25967,0
28017,1
6759,1
15258,1
26989,0
30781,0
22846,1
9743,0
25672,1
25573,0
32627,1
1204,0
6388,1
26222,1
7270,1
33701,0
4322,1
3820,0
31806,1
31830,1
11331,1
28388,1
7679,0
31197,0
31460,0
39084,0
16610,0
37436,0
17462,1
30095,1
29448,1
14673,0
18926,0
18154,0
7762,0
37019,1
20046,1
29935,1
18035,0
34756,1
9591,1
3660,0
15418,1
18415,1
5916,0
28081,1
19042,0
5490,0
28622,1
19189,1
23887,0
35930,1
23353,0
36389,1
13058,1
1496,1
13302,1
27963,1
37613,0
6108,0
19723,1
21014,1
23389,0
22752,0
33023,0
11541,0
9235,0
27423,0
24010,1
38664,0
33878,0
36066,0
9016,1
11348,0
9733,0
36541,0
1248,0
17003,0
15868,1
18479,1
40242,1
16051,0
20570,1
18938,0
7401,0
13374,1
12739,1
24389,0
15236,1
18887,0
32390,1
5371,0
7781,1
9640,0
25534,0
18285,1
14789,1
33170,1
14750,1
38823,0
39242,1
38371,1
36465,0
22729,1
37894,1
31839,1
279,0
34096,1
35759,0
21666,1
22786,1
32193,1
13617,0
25340,1
19570,0
14740,0
2305,0
29321,0
2350,0
3155,1
8099,0
34133,0
25055,0
17819,1
32360,1
18067,0
25379,1
10389,0
18517,0
16751,0
25383,1
38249,1
35285,1
10917,1
37364,0
15468,0
15322,1
15744,1
16828,1
25397,0
39198,0
7650,1
38731,1
38003,1
3068,0
27296,0
16870,0
5780,1
1758,0
10491,1
25448,1
2754,1
24379,1
15044,0
20865,0
38085,0
6401,1
15937,1
5821,0
19587,0
6442,0
26722,1
7301,1
36874,1
29609,1
36366,1
21157,1
1575,0
22175,0
23076,1
24887,0
19992,0
26316,1
20735,0
16975,1
39520,0
36904,1
7870,0
22507,0
14752,1
17416,1
28774,0
3585,0
31171,0
1227,0
15171,0
9353,0
20155,1
15699,0
18317,1
23746,0
22090,1
24676,0
2960,1
30937,1
5657,0
20687,1
21426,1
19277,0
34197,1
6271,0
34903,1
3914,1
18380,1
8869,1
29194,1
13032,1
24779,1
1181,0
30181,0
4428,1
1433,1
30089,0
29541,0
17925,1
34983,0
39705,0
4292,1
35344,1
36983,1
17295,0
18641,0
39534,0
2879,0
31316,1
9159,1
11121,0
5940,1
16930,0
38364,1
13909,0
13095,0
33215,1
1904,1
34321,1
1197,0
758,1
30224,1
21356,0
35156,1
5579,0
7901,1
30704,0
24942,1
11605,0
4699,1
19957,1
8541,1
7778,1
35648,0
24897,0
5356,0
27688,1
31130,0
13620,1
31924,1
28847,0
16429,0
26807,0
13815,0
21317,1
1182,0
3197,0
10098,1
13413,1
7402,1
34482,0
3189,0
14494,1
1500,1
2142,0
30779,0
8047,0
27201,0
18173,1
39785,0
36620,0
7335,1
2847,1
1147,1
26430,0
34899,1
14474,1
21846,1
18552,1
25172,1
12725,1
22570,1
32356,1
28344,1
30085,1
22531,1
38353,0
34507,0
11783,1
39947,0
25312,0
8824,1
6890,1
32732,0
1741,0
33960,1
39715,1
10836,0
34509,1
15246,0
18346,0
40453,0
26878,1
38011,0
36868,0
2854,1
20974,1
19487,0
24239,1
9549,1
11806,1
31179,1
23220,0
4921,0
28420,0
27994,0
28342,1
15135,1
21185,1
14151,1
3451,0
27887,0
36634,1
22845,1
6481,0
19000,1
26286,1
19612,0
20983,0
4253,1
2053,1
10752,1
30385,0
20068,1
30555,0
18963,0
3592,1
14416,0
35253,1
37394,1
7725,0
13308,0
10013,0
14851,1
25674,1
25324,1
32718,0
22079,1
36195,1
16063,0
15743,0
34427,0
17149,0
16132,1
8476,1
9753,0
29145,1
13759,1
35742,0
27484,0
14710,0
35293,1
10045,1
39612,0
6633,1
24568,1
26577,1
31326,0
35449,1
13206,1
21280,1
5078,1
6262,1
16542,0
2071,0
6197,0
6605,1
15122,0
15046,1
3296,0
21512,1
3202,1
2034,1
20110,1
28571,1
264,0
27312,1
35017,0
25191,0
27246,0
34014,0
17305,1
32153,0
36261,1
17655,0
26858,0
7755,1
39633,1
17822,1
27134,0
30146,0
17340,1
6354,0
22854,0
7369,0
17134,0
6244,1
12063,1
26927,1
7268,0
36325,0
23263,0
21668,1
29639,0
25284,0
13655,0
1719,0
17781,1
3053,0
7258,1
36274,1
32311,1
11131,0
12160,1
1097,0
14221,0
31740,0
12383,0
4805,1
4900,1
31129,0
13198,1
6216,0
21122,0
12441,0
15071,0
27458,0
24598,0
8350,1
25929,1
38116,1
20170,1
8057,1
36614,0
32090,0
19936,0
31715,1
24903,0
38806,0
18808,1
10217,1
6911,0
6053,1
6585,1
10888,0
12800,1
196,0
16604,1
15897,0
31642,0
7475,1
8569,1
18869,0
36302,1
39721,1
23050,1
7908,0
4707,0
40160,1
37102,1
37868,1
19788,1
18085,0
20761,1
24325,0
16817,0
15656,0
4634,1
11751,1
26074,0
8230,0
31579,1
34852,0
11163,1
22039,0
27497,0
22073,0
14111,0
7615,1
10031,0
16573,0
14412,1
25740,0
6985,1
31263,1
31735,1
8341,0
20374,0
6149,1
22246,0
14074,1
31368,1
5746,0
15130,0
27893,0
32666,1
7600,0
20693,1
17456,0
38216,1
33178,0
31224,0
23747,0
31950,0
15294,1
9093,1
6272,0
28063,0
31102,0
39672,0
15757,0
7339,0
38585,1
21088,0
960,0
28935,0
6000,1
181,1
25775,0
22454,1
22126,0
4028,0
3645,0
13826,0
30770,0
16214,1
12955,1
31652,1
31317,0
13931,1
35841,0
20912,0
22231,0
39328,1
5975,1
7321,0
16141,0
5140,1
14381,0
27619,0
39314,1
35361,1
29970,1
12233,1
12487,1
37810,1
27248,1
11601,0
28134,1
11128,0
14143,1
8322,0
4480,1
21477,1
38358,0
25806,1
14054,0
16739,1
18273,1
34473,1
1377,0
20727,0
33310,1
36211,0
7266,0
25540,0
9876,1
4420,1
11234,0
21660,1
22364,0
14399,0
24902,1
7414,1
13415,1
29385,0
39019,1
134,1
34625,0
8871,0
12290,1
34221,1
4227,1
18295,1
38194,1
3406,1
5557,1
10941,0
8899,1
34311,1
6597,0
3211,0
4057,1
33333,1
10436,0
15862,0
6946,0
25684,1
14926,1
33232,1
8687,1
3165,1
16134,1
15283,1
23725,1
30229,0
39096,0
10089,1
19302,1
39117,1
39333,1
15731,0
29501,0
3923,0
16227,1
24620,0
3905,0
5824,1
31011,0
22737,0
18871,0
35280,0
21406,0
37542,1
16643,1
22365,1
26652,1
32095,0
32689,1
35651,1
24597,1
31882,0
9598,1
25935,0
21418,0
18106,0
29157,1
2848,1
22590,0
24097,0
22417,1
7646,0
9806,0
11551,0
19021,0
18927,0
37733,0
26810,0
36401,1
7577,1
13088,0
27548,0
34212,0
2955,1
23335,0
19119,0
39564,1
32144,0
33815,1
31483,1
1390,1
1039,0
23811,1
33994,1
33463,1
40364,0
35804,0
1896,0
32118,1
32218,1
26693,1
15108,1
26947,1
24564,1
14612,0
24289,1
1318,0
27008,0
20383,1
8375,0
2676,0
3945,1
34261,0
16196,0
9398,0
7565,0
38874,1
25809,1
6915,1
3541,1
13802,0
23724,0
4469,0
32219,1
38005,1
32135,0
10359,1
12153,1
33509,1
27638,0
7911,1
22916,1
20720,0
8897,1
33466,0
20701,0
23722,1
3839,0
22464,0
2310,0
7191,1
28837,1
21003,1
15427,0
3673,0
2457,0
13511,0
23262,1
27984,0
15337,1
9722,1
8206,0
12903,0
17021,0
15392,0
7613,0
34856,1
28604,1
23845,1
24396,1
26820,0
39658,0
39889,1
15631,0
623,0
11911,1
38530,0
25296,0
9183,0
5732,0
9358,1
39199,0
10163,0
22326,0
35171,1
9051,0
6604,1
14452,1
31278,0
1296,1
27741,1
29515,0
7722,0
8420,1
16423,0
7980,0
36197,0
586,1
25300,0
18470,0
27634,0
4667,0
21069,0
33832,1
2578,1
32604,0
37190,0
35457,1
18591,0
14286,0
11206,0
4879,0
11501,0
7950,1
14749,1
6018,1
34904,0
35685,1
6253,0
21862,1
5740,0
3025,0
26315,0
4058,0
14784,1
34670,0
6536,0
2091,1
12832,0
37755,0
30252,0
24953,1
5336,1
31139,1
15671,0
19883,0
7809,0
32213,1
33179,1
30501,0
30121,0
38382,1
16963,1
18090,1
30670,1
25571,1
21463,1
20603,0
23745,0
22849,1
7306,1
21167,0
36991,1
13974,1
26775,0
8735,1
17919,0
35572,1
33435,0
2943,0
2548,0
4679,0
38283,1
21581,0
19315,1
8993,1
35697,1
7264,0
33663,0
7822,0
12266,1
18424,1
21619,0
27911,0
30218,1
11979,0
9920,0
5394,0
34898,0
29460,1
33731,1
26906,1
1564,0
16145,1
19486,1
38700,0
38761,1
26631,0
19449,1
29658,0
10600,1
3734,0
24924,1
8357,0
17000,0
40344,1
27857,0
20162,0
8723,1
17255,1
14792,0
22049,1
26042,1
5694,1
12513,0
12928,1
22290,0
7193,1
34634,1
16796,1
33447,0
2001,0
12284,0
26576,1
34598,1
21738,0
9887,0
16601,0
35677,0
4981,1
18605,0
31109,0
2900,0
32797,0
28088,1
18739,1
34176,0
31848,1
4430,1
14355,0
27381,0
1387,1
15209,1
31088,1
29755,1
12737,0
34840,0
344,0
14704,1
6778,1
2254,1
15561,1
7724,0
29368,0
28611,1
1815,0
139,0
904,0
22234,1
10020,1
30511,1
32289,0
9044,1
29579,1
27547,0
8596,0
10999,1
16031,1
17258,0
37851,1
20063,1
7557,0
35232,0
26495,1
26791,0
28563,0
27190,0
30902,0
29031,0
34389,1
38942,0
22843,0
29361,1
36057,1
25910,0
39640,0
40113,1
29213,0
17520,1
7729,1
5341,0
6580,1
31078,1
25889,0
13391,1
35441,1
33958,0
9073,1
6483,1
22466,1
5686,0
21746,0
7686,0
10969,1
1794,1
24177,0
21370,0
38452,0
6311,1
8517,0
18720,1
15020,1
28825,0
29543,0
38435,0
26644,0
14190,0
15232,0
35165,0
18786,0
4620,1
4305,1
30968,1
8768,1
4579,0
12066,1
35241,1
24664,0
8677,0
35037,1
36112,1
17128,1
16536,1
30288,0
36474,0
14756,0
13938,0
18046,0
10746,0
24053,0
25151,1
8059,0
37154,0
22501,1
27298,1
36652,0
30592,1
12101,1
26461,0
39165,0
19351,0
4159,0
35657,0
6169,0
119,1
37171,1
1534,0
3452,1
19372,0
24958,0
14946,0
19431,0
39451,0
21772,0
15633,1
2041,1
17687,0
12030,1
12745,0
20090,0
24353,1
14117,0
35619,1
14471,0
2117,1
20026,1
14675,0
20000,1
2647,1
14403,1
14652,0
9674,1
18111,1
5764,1
18729,0
13197,1
18368,0
19391,1
11532,1
27267,0
21884,1
4613,0
24608,1
5705,1
29233,0
28077,1
38160,0
37008,1
35906,1
5189,1
16174,0
31217,0
24030,1
4783,0
17193,0
39402,0
15751,0
11256,1
32522,1
1516,0
1275,1
14664,0
15382,0
827,0
26781,0
5026,1
4985,0
2215,1
34236,0
23417,1
25890,0
2009,0
18955,0
39217,1
1812,0
24553,1
23605,1
21504,0
512,1
17213,1
17516,0
30477,1
13849,1
21582,0
28539,1
8602,1
21626,1
4660,1
11567,0
36042,1
26350,0
11644,1
30377,0
12744,1
640,1
23149,1
8178,0
35729,1
18026,0
1456,1
38917,0
31745,1
9562,1
38198,0
35784,0
40123,1
16487,0
37918,1
22378,1
7775,1
8568,1
34855,0
33966,1
39783,1
9354,1
17683,1
8049,0
12042,0
39500,0
39168,1
39778,1
18868,1
32085,0
34633,0
36814,1
241,1
4170,0
20882,1
23505,1
35119,0
23010,0
39312,0
13614,0
10186,0
21051,0
32861,0
39752,0
39292,0
32950,0
38147,1
2946,0
5551,0
21693,1
2638,0
10592,1
16612,0
22546,0
15363,0
25767,1
34705,0
3882,1
38746,0
32708,1
24273,1
25748,0
33439,1
7920,0
10171,0
17433,0
5989,1
19914,1
6400,1
24757,1
33942,0
32306,1
28166,0
3580,0
31960,0
37205,0
12990,1
26223,0
35616,1
10865,0
38967,0
12528,1
33126,1
12932,1
11856,0
27336,1
32013,0
34848,0
29474,0
122,1
15207,1
1053,1
26097,0
7718,1
902,1
36985,0
3208,1
9633,1
8879,0
9087,1
12036,1
17867,0
30894,0
30551,1
23656,0
40103,0
6708,1
15393,0
12784,1
31441,1
25026,0
7969,0
2304,1
33225,1
2499,1
14528,1
25589,0
850,0
25604,1
24827,1
5434,1
30033,0
40417,1
37964,0
36238,1
14290,1
23359,1
24283,1
15947,1
3309,1
26364,1
939,1
1644,1
37047,0
13922,0
19357,1
26592,0
10276,1
28175,0
28007,0
2095,1
32515,0
36144,0
32100,0
24190,0
21306,0
5048,0
10369,0
1994,0
9370,1
3703,0
16768,1
16404,1
12362,0
18654,1
17287,1
212,0
20336,1
6542,0
1662,1
4772,1
18776,1
9311,1
3601,1
38497,1
7468,0
24116,1
14438,1
3493,0
40134,0
4036,0
22866,1
27392,0
33222,0
14682,1
6996,1
26782,0
39284,1
34760,1
9792,1
37009,1
10650,1
22348,1
21540,1
37563,0
40359,1
6081,0
36283,1
6573,1
10718,1
29288,1
34233,0
25299,1
21903,1
13097,1
20206,0
24891,1
40153,0
34337,0
39686,0
13604,1
29632,0
33706,0
18005,0
25561,1
35889,0
28601,0
8156,0
1520,0
37347,1
36136,0
21039,1
1555,1
40314,1
36311,1
8231,0
37500,0
22657,0
15016,0
12065,0
28069,1
31473,1
20349,0
32863,1
28507,1
13082,0
9281,1
1114,0
8450,1
24999,1
33079,1
32730,0
16303,1
26774,0
20585,0
10324,1
21081,0
9701,0
26141,1
37607,0
12639,1
29153,0
1871,0
10075,0
10656,1
30051,0
12520,1
36551,1
3287,0
7974,1
17277,1
36554,1
3315,1
31232,0
29933,1
23784,1
29439,1
29587,0
6098,0
19962,0
6252,0
19371,0
12357,0
30993,1
14613,1
33424,1
28526,1
3725,0
13371,1
19578,0
9186,0
32686,0
38021,0
24582,0
13330,0
19967,1
38517,0
6810,0
18195,1
19007,0
15864,1
12532,0
19822,0
919,0
34363,1
19579,1
16033,0
10622,0
34308,0
17419,0
33877,0
37514,0
21419,1
22133,1
14137,0
4855,1
33255,0
33163,1
24305,1
16486,1
25895,0
11854,0
36180,1
28516,0
19120,1
8200,0
5152,1
24834,0
30139,0
14163,1
1311,0
39140,1
21131,0
3584,0
32807,1
9163,1
27069,1
24137,1
16359,1
23688,0
16113,0
26763,1
11126,1
3489,0
4335,0
13822,0
8814,1
19749,0
15998,0
26449,1
4952,1
17797,1
13363,0
4241,1
34003,0
31786,1
2965,1
38985,0
20642,0
21227,1
31192,1
3539,1
28632,0
26863,1
21714,1
9056,0
39031,1
36559,1
32675,1
3806,1
35538,1
11904,0
35833,1
39854,1
27535,0
31874,1
34410,0
17972,0
8006,1
39675,1
23069,1
26320,1
25165,1
12374,0
7738,1
34102,1
38910,1
1305,0
3470,1
1347,1
36667,0
1981,0
31462,0
6936,1
7592,1
30236,1
6746,1
6899,0
30941,1
38215,0
32588,1
21436,0
9694,0
25732,1
27996,0
19224,1
2436,1
39334,1
9441,0
27390,0
17047,0
15199,1
31873,1
25492,0
3950,1
32753,1
36341,1
31714,1
9038,1
7033,0
32180,0
22074,0
19461,1
11778,1
2075,0
8725,0
12604,1
32239,1
12135,0
18970,1
27154,1
27530,0
18969,0
7827,0
18841,0
18219,0
18619,1
4463,1
3163,0
37966,0
15714,0
26692,1
36691,0
36199,0
10406,0
30358,0
4538,0
34166,0
5865,0
25483,1
14180,0
23006,0
538,1
10448,0
28881,0
2385,0
23242,0
25844,0
1991,0
3241,0
31094,0
1029,1
10986,0
