,label
19320,0
12792,0
15558,0
14655,1
27063,1
36171,0
31572,0
29634,1
20094,0
13674,0
13736,0
26378,0
29534,0
34241,0
17894,0
15140,0
7359,1
7448,0
16856,0
39112,1
239,0
9035,0
25238,0
26527,0
1918,0
30335,0
2074,0
20182,0
2799,0
12310,1
8241,0
31944,1
28957,0
16658,1
9527,1
2008,1
12114,1
31465,1
11489,1
38434,1
21338,1
34385,1
17607,1
27061,0
26404,1
12845,1
17865,1
2007,0
34908,1
4730,1
32248,1
5068,1
40265,0
39022,1
25867,1
34416,0
16764,0
2168,1
10339,0
5129,0
20737,0
3555,0
39973,0
3697,0
36784,1
13966,0
33695,0
18853,1
39502,0
10323,1
33897,1
4724,0
16649,1
6725,1
22292,1
24447,0
6603,0
5174,1
6215,0
11327,0
4913,0
1183,0
32541,1
313,1
12163,1
18476,1
33514,1
9403,0
35408,1
6666,0
22303,1
34575,1
28628,0
31797,0
21413,1
26248,0
2680,1
37141,1
31513,1
19602,0
16886,1
34318,1
2286,1
4915,0
40273,1
17446,0
6166,0
6923,1
13321,1
8932,0
4526,0
4246,1
7277,0
36699,0
27745,0
11607,1
12286,0
26011,1
30325,1
15541,0
14154,0
4844,1
18237,1
15673,0
17313,0
11770,0
2119,0
21977,1
11574,0
32129,0
32761,0
2617,1
10949,1
24148,0
37321,0
5532,1
120,0
10609,1
25206,0
30842,1
21948,1
373,1
11935,0
14634,1
9766,1
8552,1
3349,1
3250,1
32407,0
20533,0
27667,1
31443,0
19306,1
35708,1
28450,1
2733,1
6194,1
7605,1
29013,0
33138,1
21864,1
15711,0
38911,1
31734,0
2752,1
26310,1
8467,1
4605,1
14508,1
14944,1
36607,1
12435,1
30918,0
9682,1
25581,1
34878,0
39183,0
30576,0
7403,1
15894,1
10734,1
38534,1
4543,0
22878,0
3386,0
12147,0
37981,0
13916,1
2974,0
11797,0
10802,0
36944,0
18851,0
37935,1
31339,0
37799,0
11899,1
37081,0
29977,1
18956,0
8510,1
21124,1
32094,0
29791,0
30693,1
35543,0
29041,1
10904,0
14827,0
7154,0
11626,0
2344,1
39918,1
39120,0
26134,0
35786,1
23198,0
14183,1
5144,0
12518,1
34338,1
1513,0
1118,1
22638,1
30700,1
21289,0
22812,0
20302,0
36862,0
24898,1
6879,0
29159,0
5092,1
4751,0
266,1
8777,0
35148,1
31071,1
39758,0
361,1
7948,0
2633,0
18623,0
29833,0
460,0
37379,0
7302,1
24862,1
23695,0
37093,1
26511,1
7,0
11497,0
30437,0
25485,0
32107,0
21340,1
2346,0
23282,0
4208,1
2746,1
21171,0
36082,1
12898,1
39172,1
5346,0
4636,1
14595,0
18730,1
2165,1
20809,1
9619,0
9577,1
20188,1
33782,1
23556,1
13062,0
16908,1
15661,0
11339,0
25101,1
5157,1
18587,0
28945,0
7714,1
31512,1
17795,0
19621,1
25511,0
27629,0
793,0
19384,1
8500,0
18821,0
5570,0
33547,1
13101,0
27104,1
30145,1
11105,1
18575,0
22155,1
34132,1
27119,1
8028,0
22062,0
13196,0
20696,1
19411,0
28889,1
15075,1
31384,1
6779,1
6179,1
26699,0
16657,1
11477,0
40420,1
6367,1
36255,0
3954,0
5911,1
37328,1
8285,1
33198,1
39868,0
35141,0
37737,0
28556,1
18305,1
29529,0
34912,0
12821,0
20743,0
32075,1
32302,0
1905,0
36659,0
4571,1
22503,0
37794,0
24075,0
18059,1
4641,0
32790,0
13048,0
22997,0
38819,1
26594,1
36232,0
39068,0
32024,1
5216,0
15825,0
25435,0
14386,1
34491,1
31970,1
29085,1
6535,0
25113,1
38789,1
22582,0
17631,0
10628,0
6921,1
8274,1
29572,0
26392,1
31272,0
12309,0
37243,1
23191,1
23601,0
11912,1
31499,0
26067,0
35261,1
5508,1
28431,1
31206,1
25214,1
7893,1
15869,0
30187,1
92,1
26903,1
10465,1
3915,1
9150,1
8161,0
3850,1
22176,0
7091,0
31534,1
20029,1
10881,1
27215,1
20253,0
26273,0
28389,1
19620,1
17965,0
775,1
21763,0
30718,0
36512,1
22772,1
9928,1
31857,1
17990,1
39356,0
11449,0
33844,1
37289,1
16124,0
15214,0
16701,1
14575,1
23037,0
25839,1
18314,0
21478,0
8170,0
5735,0
89,0
19289,0
34106,0
3035,1
11905,0
28057,1
27995,1
26871,0
24269,1
4468,0
29018,0
19566,0
5653,1
7998,0
21077,0
34935,0
7643,1
32192,0
10050,1
53,1
3160,1
16703,0
31405,0
5484,0
5910,0
17476,1
15547,1
2004,1
963,0
5685,0
11500,0
12013,0
24422,1
32803,1
40041,0
26605,1
20347,1
24630,1
19857,1
35776,1
14091,0
14840,0
13734,1
310,1
11056,0
4589,0
27795,1
39613,0
13625,0
37181,0
1247,1
4283,0
11335,1
10873,0
26216,0
37666,1
25454,0
15949,1
2731,1
31748,1
35513,0
2725,0
23399,0
10279,0
38410,1
26977,0
3085,0
32227,1
12451,0
28075,1
9419,0
17780,0
8406,1
1968,0
32867,1
13356,0
4573,0
12972,1
31548,1
37145,1
15617,0
36319,1
17041,1
28660,0
26159,1
2969,1
3038,0
35417,1
17289,1
13315,0
10500,1
25981,1
3623,0
9240,0
6316,0
4592,1
26684,1
20201,0
12536,1
39359,1
30294,0
6016,1
3781,1
32685,1
15606,1
12223,1
31659,0
32175,0
34099,1
25332,1
6199,0
29596,0
16694,0
26227,0
9595,0
34048,1
35607,1
4140,0
37264,0
21420,0
35049,1
13373,1
28773,0
19979,0
21728,0
28286,0
27021,1
32493,0
187,0
29392,0
29618,0
756,0
23641,0
32663,1
26560,0
4638,1
32843,0
20997,0
26944,0
32719,0
20203,1
28458,0
8202,1
14576,1
12144,1
35159,0
1712,1
25140,0
2440,1
32827,0
20496,1
24802,1
24397,0
25013,0
31189,0
21012,1
30648,1
29248,1
21989,1
2434,0
20023,0
18435,0
33205,1
33145,1
27229,1
20380,1
37808,0
21546,1
2236,0
18875,0
13070,0
18736,1
17639,0
25799,0
2547,1
26037,0
1721,0
40131,0
19031,1
20041,0
90,1
28010,0
37925,0
35556,1
27636,1
2510,1
30399,0
36790,0
33317,0
25024,0
742,0
27917,0
11715,1
31795,0
16264,0
38192,0
30192,1
11107,0
8101,0
21785,1
30578,0
13995,1
334,0
8612,0
29699,0
35870,0
7787,0
6164,0
19677,1
40452,0
14222,0
29199,1
21121,1
25670,1
21743,0
17052,1
7794,0
25375,1
8976,1
16085,0
24651,0
4970,1
33221,0
38598,0
25077,1
130,1
15443,0
11321,0
31596,1
24316,0
13602,1
16823,0
38144,0
39207,1
26428,1
38713,0
24761,0
23917,1
30238,1
2834,0
30037,0
33032,0
27276,1
10632,1
29946,1
30371,1
28629,1
12154,1
5561,1
10351,0
15706,1
30636,0
27133,1
30681,1
14044,0
2931,1
31919,1
194,1
34209,0
12311,0
9571,1
12994,0
9254,0
35311,1
29724,0
38101,0
4020,0
18080,0
17515,1
464,0
9606,1
34007,0
17962,0
32204,0
16942,0
22053,0
31140,1
24344,1
4181,0
22943,1
30903,0
10840,0
39130,0
37180,0
6137,0
38869,1
12488,1
18903,1
24681,0
17495,1
4877,0
16742,0
7937,1
32185,0
14233,1
20266,0
32051,1
16590,0
36353,1
23910,0
15992,1
6593,1
30194,0
5859,0
14938,1
12214,0
22904,0
29099,1
29698,1
11873,0
27046,0
27779,1
35707,0
17317,0
5513,1
20153,0
18578,1
17018,1
866,0
28726,0
24929,0
27711,0
36964,1
23297,0
30166,1
35039,1
29211,0
10137,1
23654,1
31254,1
36033,1
26815,0
664,0
484,0
5076,0
33810,1
13094,1
8969,1
19077,1
1738,1
39321,1
37642,1
5467,0
35255,0
2958,0
6700,0
24592,1
1122,0
33223,1
34938,1
7100,0
7652,0
3013,0
3653,0
25811,1
30743,0
20139,0
33891,0
26887,1
39583,0
30030,1
6943,0
37332,0
14194,0
12966,0
7840,1
11798,0
17980,1
28968,1
36582,0
28530,1
14311,1
29244,1
10320,1
31255,1
10477,1
28675,0
29913,0
34713,0
26786,1
34463,1
18223,0
9548,1
32308,0
30110,0
21229,1
5357,1
14631,0
21283,1
19573,0
5331,1
30296,1
1166,0
16095,1
29741,1
28292,0
15220,0
10062,1
40402,0
8692,0
6187,0
20646,0
15526,0
21486,1
1366,0
37476,1
30107,1
980,0
6760,1
8442,0
19348,0
9929,1
33249,0
13466,1
12138,1
38866,1
13484,0
3058,0
14442,1
31644,0
2735,1
11020,1
26263,0
24871,0
25588,1
24794,0
18097,0
38482,0
30406,0
5160,1
29802,1
25063,1
14845,0
9301,1
22847,0
33102,1
25583,1
14198,0
13168,1
12421,1
37461,1
5348,0
22097,1
33070,0
8416,0
790,1
31118,1
12740,1
36832,1
26963,1
39541,0
17210,0
20757,1
23757,0
23458,0
3069,0
13352,1
3282,1
35174,1
24899,1
20186,1
1884,1
34123,1
23003,0
16899,0
33027,0
30596,1
23268,1
40104,0
28092,1
26648,0
24733,1
31068,0
19326,1
5582,0
26968,1
17649,1
8141,0
38142,1
5980,0
35611,0
38847,1
5838,1
5485,1
6897,0
18340,1
12613,1
3662,1
20084,1
31535,1
13250,0
34740,0
31567,0
4107,0
18326,1
29678,1
2876,0
20931,1
33835,0
14543,0
35019,1
12896,0
6826,1
28305,0
22194,0
26395,0
12307,1
7881,1
35863,1
4457,1
36036,1
13743,0
34951,1
24275,1
7954,1
18457,0
28918,0
8618,1
12527,0
27978,0
28577,1
7752,1
5986,0
39385,0
27993,0
5729,0
14505,0
36840,1
1698,0
22451,0
30196,0
821,0
40213,1
36113,0
38461,0
38063,1
40310,0
17703,1
88,0
10853,1
9536,0
23090,1
12793,0
12361,1
21369,0
10423,0
18860,0
25633,1
28518,0
21112,0
30534,1
5929,1
13641,0
34424,0
31519,1
38475,0
23618,1
25126,0
20164,0
36278,0
17281,1
10397,1
33526,1
19244,1
19432,0
37645,1
8033,0
4653,1
17120,1
31993,0
85,1
7539,1
13118,0
28111,1
15724,0
36235,1
38610,0
16248,1
33991,0
3091,0
30711,0
16507,1
3941,0
23872,0
579,1
4214,1
28244,1
20207,0
10552,1
33693,1
11815,0
38538,1
26842,1
13883,0
10512,0
39817,1
20840,1
15725,1
27055,0
1931,1
12983,1
33746,0
12471,0
20574,1
28717,1
24044,1
35571,1
31456,0
11734,0
38760,1
28548,0
1229,1
23315,0
15400,1
19260,1
27648,0
36595,0
21944,1
26826,1
34368,1
10669,1
23140,0
37005,1
10755,0
26688,1
38918,1
31761,0
28636,1
27226,1
4669,1
321,1
26032,0
17799,0
23919,1
29624,1
27026,0
13214,1
9841,1
32392,0
26136,1
8610,1
35272,1
2140,1
16981,0
7027,1
32122,1
7223,0
35971,0
34061,1
18849,0
12480,0
1530,0
10308,0
2929,0
15849,1
26533,1
39327,0
6754,1
30292,1
34673,0
7305,0
12092,1
13651,1
9165,0
13993,0
5358,1
12617,0
25597,0
21080,1
30246,1
10198,0
29117,0
25554,1
38305,0
5994,0
10741,1
39856,1
33889,1
21214,0
14417,0
28951,0
29701,0
4108,0
12950,0
21006,1
16836,0
4061,0
36510,1
298,1
387,0
39829,0
2097,1
8929,0
38344,0
34115,1
5627,0
21860,0
6281,1
17887,1
22527,0
7317,0
21063,0
2498,1
28191,0
35024,0
1338,0
24302,0
29184,1
9036,1
38752,0
32442,1
35237,0
13610,0
10544,0
14764,1
33429,1
34882,1
39088,0
36155,0
10936,0
14459,0
36967,1
32155,0
28833,0
22248,0
3126,0
11658,0
8957,0
30046,0
20342,1
32446,0
17212,0
30298,0
27428,0
29630,1
380,0
7713,0
24987,0
29846,0
37587,1
6095,0
21547,0
14832,1
40408,1
12995,0
12509,1
35106,0
23808,1
27717,1
32410,0
39438,0
3289,1
17135,1
40101,1
17770,1
21773,1
39956,1
3316,1
15621,1
31773,0
39277,0
12234,0
5739,0
30637,0
40003,0
10835,0
36959,1
36443,0
38335,1
23523,1
8355,1
11788,1
4705,0
6343,0
26516,0
9836,1
12547,1
19685,0
18652,1
20562,0
14989,0
2210,1
33685,0
7792,1
33405,0
23568,1
20335,1
26749,1
39054,0
14125,0
26488,1
16201,0
38156,0
3661,1
11153,1
30369,0
36956,1
3998,0
6219,0
37454,0
36871,1
37021,0
5814,1
11239,0
32965,0
36979,0
31006,1
25707,1
27459,1
14310,1
39942,0
2697,0
36848,1
36744,1
40368,1
6384,0
5641,0
17089,0
16377,1
32187,0
7020,1
24144,1
12628,0
28616,1
459,0
24445,0
28744,0
3082,1
22792,1
29860,1
2153,0
11042,0
6797,1
22224,1
3508,1
39075,1
18930,0
5327,0
9426,1
11187,1
21993,0
3353,1
38004,1
7492,0
24501,0
1149,0
18378,0
10676,1
20418,1
1385,0
5963,0
37484,0
24606,0
21900,1
23550,1
37250,1
19437,0
30582,0
14121,1
39415,0
14462,0
16529,1
9559,0
5070,1
37193,1
8324,0
8224,0
38619,0
12348,1
9401,1
30892,0
6777,1
22715,1
7651,0
26264,1
37729,1
3511,0
5489,1
21713,0
22561,0
28395,1
3119,1
34052,0
10874,1
19026,0
19676,1
8237,0
1143,0
2320,0
38659,0
17024,1
3122,1
24425,1
30802,0
6425,0
33892,0
6576,0
27358,1
4306,0
31697,0
32851,1
11511,0
24037,0
913,1
38931,0
895,1
25771,1
673,0
1830,1
19386,0
7241,1
38245,1
37682,1
6594,0
38891,0
21628,1
12865,1
16153,0
10214,1
17547,0
13130,0
436,1
23612,1
11947,0
36789,1
3921,1
11594,0
14053,0
1274,1
39901,0
23096,0
22215,0
16470,1
13259,0
28735,1
12148,0
13902,0
27099,0
32235,1
31743,1
9565,1
4825,1
36117,0
25810,0
4972,1
23278,1
28062,1
29927,1
37970,0
21521,1
11015,0
18304,1
15252,1
21771,1
39759,0
26574,1
29537,1
14445,1
11478,1
15188,1
9997,1
31597,0
19949,1
22141,0
39644,0
30656,1
39153,1
38257,1
40009,1
4272,0
37066,1
26518,1
8970,1
26913,1
13504,1
22397,1
29625,1
12607,1
35767,0
3611,1
7174,0
5330,1
31776,0
22667,0
462,0
31686,1
31500,0
30901,1
8246,1
35781,1
5427,0
40450,0
30108,1
2318,1
353,0
4984,0
37232,0
27173,0
38878,1
35412,0
996,0
35065,0
26075,0
10175,1
11562,1
4502,0
14283,1
27001,0
31685,1
34494,1
2012,1
3362,1
17823,0
34692,1
23607,1
34342,0
12296,1
38451,0
12407,0
23135,1
5763,0
33275,1
16118,0
38742,1
10393,1
1281,0
1163,1
40406,1
5633,1
20970,1
19670,0
6788,0
11243,0
2954,0
27650,1
25529,0
3701,1
6,1
3272,1
31009,0
36588,1
18846,0
27142,1
22982,0
37113,1
22522,1
6636,1
11281,0
15878,1
4745,1
32876,1
37136,0
25579,1
12730,0
33420,1
1103,0
8555,1
28300,0
783,0
25461,1
20497,0
17747,1
27256,0
23780,0
9170,1
6649,1
5086,1
2932,0
7620,1
20305,1
26098,0
37079,0
24694,1
14773,1
15289,1
1255,0
36536,1
34940,0
27694,0
2280,1
5777,0
12257,1
33094,1
36605,1
24355,1
34957,1
30309,0
21819,1
27071,1
27839,1
8318,1
20992,0
32186,0
25111,1
17239,0
25231,0
8760,1
17895,1
10289,1
28568,0
36670,0
844,0
40322,1
23518,0
16286,0
31295,1
21570,0
18536,0
20870,0
40340,1
30299,0
35282,0
7519,0
8622,0
1330,1
40087,1
31357,1
27970,0
7545,0
36309,1
34763,0
31876,1
35360,0
18236,0
19144,1
25782,0
31291,0
13857,1
26450,1
19736,0
34185,1
13810,0
33379,0
13400,1
5575,1
12629,0
12515,0
29428,1
14763,1
39365,1
31489,1
18751,1
23072,1
27767,0
2923,0
13451,1
12283,1
20382,1
40186,0
31066,1
1660,1
8119,1
35568,1
23125,0
2758,1
14168,1
36251,1
15670,1
24231,0
15895,0
5684,1
31681,1
4945,0
4266,0
19460,1
30211,0
15394,0
31770,1
12231,1
6127,1
7864,0
3687,0
18644,0
12736,1
7123,0
11242,1
32594,1
8385,0
26439,0
9661,0
30946,1
3047,1
12009,0
16785,0
30513,1
12116,0
6392,0
19771,0
38795,1
19666,1
30043,1
16140,0
24727,1
19827,0
11677,1
39667,1
29853,0
32444,1
17539,0
10708,0
11710,0
25666,0
26647,0
127,1
36266,0
18622,0
36737,0
1572,1
6657,1
21407,0
36934,0
35288,1
34822,1
26182,0
27753,0
23865,1
32379,0
31592,1
21525,1
2678,1
4977,1
38579,0
27847,1
29431,1
4565,0
38773,0
25754,0
29027,0
37867,1
38521,0
29660,0
15298,0
3456,1
712,0
34835,0
32979,1
39662,0
29050,0
31386,1
24291,0
30606,0
32525,1
12659,1
21914,0
15019,0
9845,0
34733,1
25050,0
15335,1
13114,1
1221,0
30241,0
5038,1
37967,0
6679,1
24889,1
37373,1
35695,0
36600,0
32549,0
4911,1
27486,1
19885,0
9750,1
11921,1
30287,1
32547,0
28394,1
21016,0
24859,1
14747,0
12893,0
39526,1
20391,0
12858,1
9672,0
18045,0
38715,0
36657,0
16794,0
25267,0
10700,0
20355,0
26590,0
16666,1
22654,1
18049,1
4461,0
39892,1
24668,0
24716,1
11484,0
32660,1
3382,1
27135,1
39963,1
31003,0
28122,0
4222,1
32601,1
644,0
32760,1
1201,1
38799,1
38276,0
22732,0
37523,0
10575,1
8404,0
15482,0
28459,0
32757,1
20979,1
2406,1
23055,1
23774,0
28255,0
19872,1
11224,0
8898,0
5436,0
25804,1
5031,1
16157,0
22584,0
8038,0
7346,1
408,0
37667,1
7955,1
36994,1
14913,1
34804,1
11903,0
11570,0
20451,1
14806,1
25575,1
30614,0
14353,1
19917,1
9298,0
13124,1
37520,0
24615,1
3655,0
26676,1
38724,0
4869,0
25602,0
17414,0
2691,0
17583,1
8340,1
7922,1
24039,1
9289,0
17559,1
31243,0
32140,0
17377,0
34077,0
23690,1
34247,1
9889,1
33904,0
18686,0
13517,1
32142,1
31620,0
10127,0
10791,1
9164,0
27273,0
29839,0
34859,0
20377,0
22283,0
11625,1
35901,1
10520,0
26886,1
12854,0
22059,1
30307,0
11627,0
32197,0
20948,0
33452,1
16471,0
21929,1
17410,1
6263,1
27431,1
172,0
25290,1
32628,0
24453,0
6268,0
7875,1
38290,0
30543,1
25922,0
36907,1
20453,0
28100,0
13204,1
3448,1
28780,0
4625,0
28839,0
14160,0
31111,1
13000,1
10284,0
23973,1
28855,0
39085,0
6857,0
18167,1
21391,1
10990,1
29842,0
16550,0
9397,0
27476,0
6456,0
1851,1
24131,1
38196,0
32134,0
29281,1
3997,0
3397,0
6410,0
29138,0
33589,1
989,1
3694,1
18247,1
2393,1
18353,0
24674,0
34202,0
11682,0
23920,0
30008,0
28811,0
20986,0
21335,0
894,1
23677,0
2903,1
8310,1
36722,0
1087,0
1370,1
33169,1
18043,0
16596,1
35364,0
8045,0
1215,1
15559,0
346,0
14757,1
9396,1
27805,1
23444,1
14886,0
25747,1
34415,1
23166,1
1231,0
22759,1
4937,1
30083,0
22129,0
21561,0
5810,1
32283,0
15953,0
12024,0
38737,1
29029,0
21585,1
32842,1
17267,1
14128,0
39624,1
12179,0
3808,0
37495,1
36177,1
20524,1
30745,1
11024,0
36466,0
32794,1
2278,1
15488,1
22637,0
4106,0
27821,1
30275,1
36184,0
14803,1
26677,1
18488,0
1060,1
5124,0
24786,1
6607,1
133,1
37229,0
22083,1
19354,0
18342,1
24420,0
27645,0
15134,1
18873,0
12337,1
21579,1
8466,0
12240,0
8737,1
4120,1
39025,1
22256,0
11072,1
19760,1
16379,1
18983,0
29527,0
26583,0
38320,0
5252,1
10221,0
35850,0
16048,0
27878,1
28160,0
18127,0
27954,1
39107,1
5282,0
33194,1
1676,0
16125,0
40255,0
5689,0
32119,1
16207,0
35005,1
37010,1
4064,0
26695,1
35308,1
28259,0
37048,0
2626,0
3910,1
9550,0
24910,1
27603,1
5345,0
34300,0
20582,1
30368,0
23875,0
26541,1
39967,0
6395,1
19664,1
28296,1
12408,1
35679,1
40253,0
29177,0
9525,0
9072,0
7900,0
7341,1
21808,1
29035,0
12795,0
25955,0
34826,1
8211,1
2492,0
17060,1
35864,0
35628,0
9049,1
39744,0
2414,0
22489,1
10226,0
14463,0
9535,1
35455,1
5275,1
17203,0
7144,0
38673,1
23789,1
37747,0
16274,1
22111,0
12833,0
32620,1
38656,1
13192,1
17961,1
37917,1
15348,1
9064,1
8023,0
8686,1
19140,1
2540,0
39247,0
33044,0
26827,1
38286,1
12519,1
10111,1
27255,0
10030,1
11096,0
26752,0
10427,0
1568,1
15520,1
13396,1
32425,0
33164,0
21434,0
26266,0
22887,0
24407,0
10115,0
39805,0
27347,0
33886,1
18760,1
22033,0
28214,0
11404,0
34480,1
22589,0
11430,1
1672,1
27339,0
2546,1
25569,1
6956,0
9149,0
17646,0
30208,0
29561,1
7825,0
36269,1
26338,0
16492,1
39566,1
34256,1
38686,1
3588,0
9976,0
1937,1
549,1
1974,1
29135,1
23661,1
28947,1
13823,0
11011,0
5915,0
21339,0
12327,1
25629,0
4645,0
25887,1
15027,1
39237,0
18893,1
34066,0
20826,0
30557,0
23652,0
33280,0
5652,0
17605,0
10240,0
14018,1
20957,0
2942,0
24653,1
345,1
32844,1
14075,1
31185,1
35368,0
19534,1
19055,1
39527,1
23087,1
27933,1
35966,1
34461,0
30342,1
35570,1
21687,1
4665,0
2195,1
8290,1
3746,0
38309,0
12843,0
7688,0
8582,0
31990,1
31901,1
14976,1
33970,1
38774,0
37534,0
24875,0
2501,0
6291,0
37159,1
18352,1
23117,0
22513,0
29167,1
7785,0
31410,1
34808,1
3486,0
39078,1
7249,1
25978,0
15433,1
5460,1
21349,0
4680,1
36243,1
38946,1
10657,0
9330,0
14149,1
13310,0
15821,0
38143,0
38408,1
15000,1
4330,1
10490,1
35605,1
19079,0
26088,1
32599,1
37768,1
24873,1
23592,1
12230,0
388,0
24520,1
14564,1
32641,0
24136,0
4450,0
137,1
32295,0
21720,1
8018,0
27553,0
35254,0
4143,1
15601,0
33910,1
34296,0
7293,1
22808,0
8987,1
37203,0
17362,1
27786,0
36394,0
32962,1
1277,1
30764,1
27349,1
35883,1
15709,1
819,0
46,0
30755,1
34885,1
8867,1
30742,0
22565,1
25096,0
18933,0
32126,1
22885,0
15336,1
5393,0
24655,0
37767,0
1065,0
2664,1
40061,0
25137,0
20745,1
1610,1
222,1
15280,0
14115,1
17831,0
29121,0
13705,1
4989,1
13039,1
397,1
34269,0
2129,0
26528,0
15107,1
34645,0
6567,1
39844,0
6484,0
11270,0
3504,0
21315,1
23449,1
4936,0
2639,0
39129,0
20740,1
37252,1
38922,1
12790,0
15459,1
10261,0
11472,1
35748,1
13474,0
27907,0
8282,0
17005,0
4004,0
10849,1
36678,1
39118,0
21044,1
14653,1
6522,1
13078,1
37795,0
38280,1
18529,1
28880,1
29146,0
23773,1
27024,1
4812,0
35466,0
33053,0
16655,1
3394,0
16993,0
6974,1
22780,0
31525,0
28279,1
38039,0
21403,1
11919,1
30235,0
22674,0
17192,0
23493,1
11742,1
23976,0
7247,1
4505,0
21850,0
12341,0
35151,1
26953,0
37524,1
23461,1
31614,0
6770,1
12418,1
9584,1
38553,0
10508,1
32670,0
7186,0
7599,0
36545,0
40201,1
24103,0
7698,1
10527,1
2975,1
4467,1
23285,1
10890,0
28650,0
36245,0
15666,1
16917,0
383,1
4085,0
39458,1
13962,1
6562,0
31029,1
38711,0
267,0
20915,0
37324,0
1152,0
35627,1
1192,1
35629,0
32731,0
40232,0
28316,1
13298,1
36532,1
35713,0
10732,1
33881,0
11839,1
3379,0
30103,0
31090,0
32406,0
26219,0
16003,1
35926,1
37612,1
35454,0
32365,1
22548,1
29726,1
30635,1
37036,0
32237,1
16170,0
35477,1
12172,1
37336,0
6232,0
30516,0
22518,1
25423,0
272,1
813,0
28651,0
20712,0
6195,1
7628,0
4084,1
16357,0
27824,1
22206,0
21025,0
10959,1
34943,1
37710,1
23336,0
21011,0
9059,1
11756,1
30920,0
19482,0
3341,0
30649,1
34685,1
5550,0
35033,1
21643,0
32619,1
11872,0
14734,1
20804,0
34654,0
30940,0
11865,0
31991,0
20072,0
34608,1
26295,0
13732,1
18294,0
13019,0
27023,0
24371,1
23743,1
1686,1
30772,0
20613,0
22110,0
9220,0
23541,0
25615,0
33425,0
15002,1
10542,0
39000,0
22148,0
29106,1
12033,0
13593,1
34813,0
4728,1
1006,1
16284,0
13832,1
29633,0
4534,0
31580,0
38370,1
8440,0
25893,0
19038,1
19893,1
18286,0
19756,0
8113,0
39091,1
34914,0
9702,1
15951,1
35770,0
34502,0
12093,0
5464,0
13681,0
32163,0
19204,0
29434,1
34563,1
25405,0
15119,0
3777,1
8809,1
36270,1
33587,1
32233,0
17967,0
38495,1
37706,0
15170,1
13702,0
19638,0
18110,0
6965,0
32281,1
14514,1
20845,0
38902,1
35444,0
38317,0
38235,0
26283,1
37301,0
9499,0
3357,0
32646,1
35557,0
10921,1
38076,0
31241,1
18553,0
630,0
26064,0
15004,1
38402,0
16467,1
16583,1
12141,0
9382,1
24443,1
40416,1
3964,1
2855,0
6626,0
28728,1
21707,1
37006,1
12871,1
25366,0
25011,1
21129,0
16675,1
1527,1
